HELP: 
./client.sh ip_address
	- remote_server_ip: (OPTIONAL) l'addresse ip du serveur distant

10.0;1454;1039484;3681968
100.0;401;544671;1506095
1000.0;234;446515;1567411
10000.0;234;590404;2368063
100000.0;546;475562;10009332
1000000.0;420;1836779;87186410
1.0E7;1592;37087511;862688933
